职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,发布时间,公司规模,公司福利,公司类型,公司标签,工作地点,职位描述或任职要求,规模类型
产品款式管理岗,周大生珠宝股份有限公司,5.5-7千,深圳,大专,1年经验,03-07发布,500-1000人,带薪年假,"国企  </p><p data-v-0ac984f9="""" class=""int at"">计算机软件</p><button data-v-0ac984f9="""" track-type=""searchTrackButtonClick"" event-type=""99"" trace-name=""申请职位-职位下"" class=""p_but""> 申请职位 </button></div></div><div data-v-0ac984f9="""" sensorsname=""JobShortExposure"" sensorsdata=""{&quot;pageCode&quot;:&quot;sou|sou|soulb&quot;,&quot;shortPageCode&quot;:&quot;sou|sou|soulb&quot;,&quot;requestId&quot;:&quot;30d823e65965ee4b74988c70d65e99a7&quot;,&quot;policyType&quot;:&quot;搜索&quot;,&quot;jobRank&quot;:39,&quot;jobId&quot;:&quot;140689884&quot;,&quot;pageNum&quot;:5}"" class=""e sensors_exposure"" style=""overflow: visible;""><div data-v-0ac984f9="""" class=""e_icons ick""></div><a data-v-0ac984f9="""" href=""https://jobs.51job.com/chongqing/140689884.html?s=sou_sou_soulb&amp;t=0_0&amp;req=30d823e65965ee4b74988c70d65e99a7"" target=""_blank"" class=""el""><div data-v-0ac984f9="""" class=""t"" style=""display: flex; align-items: center; height: 25px;""><span data-v-0ac984f9="""" title=""教务管理（李家沱）"" class=""jname at"">教务管理（李家沱）</span><span data-v-0ac984f9="""" class=""time"">03-07发布</span><div data-v-37a58ac8="""" data-v-0ac984f9="""" class=""chat""><div data-v-37a58ac8="""" class=""chat-img""></div><span data-v-37a58ac8="""">立即沟通</span><div data-v-37a58ac8="""" class=""chat-detail""><div data-v-37a58ac8="""" class=""chat-detail-position""><div data-v-37a58ac8="""" class=""arrow""></div><div data-v-37a58ac8="""" class=""detail""><img data-v-37a58ac8="""" src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAFAAAABQCAYAAACOEfKtAAAAAXNSR0IArs4c6QAAAERlWElmTU0AKgAAAAgAAYdpAAQAAAABAAAAGgAAAAAAA6ABAAMAAAABAAEAAKACAAQAAAABAAAAUKADAAQAAAABAAAAUAAAAAAx4ExPAAATOElEQVR4Ac1cCXhT15X+nyTbsmVZNsbGGC8YG2MWAzYOW8zWEoY0hNBOEzJkAgn5aBaylQQnaWY6k6ZpWRoIdKYNbb9AaEM6YUjTpqF8nQzQj2xN2HeCCcTYBrzvsqzlzTlPiyVre096MnO+71r3nXvOuff+79z9Pgu4mfSzw0Nh15YBjjFUDAriGIjIAgQjxSnwL5PYSXEK9CvgOsUvEJOC5gK09mN4tqJJErsJf4RBzXPT1UTYG+bDgW8QUPMIjIkQxejKIAgi2TpJtg5Ag/3QZn6INbnmwapXdIWXU0oG6NVjs2B3LKeK3k0qKXLUopDpIDB3Q6vZiWfKDoEBjiHFDsCtFxPQ0/EABHEtAVcYwzoENy3gEkRhI5JSduDJ0ZbggpGnqA/g9st6NLQ8QkUi4MTsyIumoqYg1JO1jcgc8joeLOhV0TI5u5q07vAdZPHn5HEFcs3qW+tgqv4MhtozSGith8ZqhqhLgEMXD0d8IrqHl6Bz5GR05peTM0VZXAGXqWxP4PmKD+SWL5xclCVymX/1VC5slq1UuCXhMnSnJzZeRvahHTB9+YmbFfLXmpKJpokL0VS+GNYkU0jZsIkC3oMu4Uk8U3o1rGwYgegBXH94CbnGGzTFSAuTlyc5/fSHyNu3GYKtz8OTG3HE6dFYfhduTL8HtsRoxiOhlfrnlXiu4j25eQeSixzAd87E46veDQTcU4EMB+MNPbEXeX/ZHCxZNt+RYED9rOUSmKJGK1vPX1DYglH6KtwzXvnbJGORAfiLk2no6PsT6Vf6Fyg4J+n6RYz57VMQ7NbgQgpTeofmo2bh0+jKmaBQ00f8I6TEL8ZjE1t9uDIelAO46fgIWG37qL9TXOKSN59A0rXzMoqlUIQGl4Zbvov6OQ/CoY1TqOwSF3AacbqFWDO5TokBjRJhbDg2Glb7x5GAl/L1sdiAxxUQRWR+vhslO1ZD31KrqEoeYXYIrhvXUQHJ98D1R2lOJ35Chc1XYB9aay/Szu7HsM/3IKG5RolqRLIOvQGX73wB7YXTItKnlcvX1LPNxHPlPHcMS/IA3HwsFX32Q0o8TxAdyDj6PoYfehPaXtoHGEyiJn31tidogLkzsly5OcdrZ+H7ZW3hDIQHcNvhOLQJ/0ueNyucMXe6ztKNgj+8DOOVI27WTfmtnb8aDRWyp6a+ZRSEQ0gVv4mHK0KOeOH7wDasUwKexmrB6F1rbzp4jEbOh/+J1IvyJuq+6NETOwzXPQyFBnD90cXUbNeEseGTnL/3VSTeuOjDu5kPXJ74rubIisB133gkZD8QHMD1J3Joo3O7kpyT684g7dwBJSphZbUaDcrH5WLFXTOw6u5KFOZmhNXxFtCaO5D10e+8WcriDnEHJCwCq+kCs4kr2l6jv0OCpgdIyPr4rQBc5SytRsC0yUX41txyzKqcguS0dEBLRXXY8ciqHry/9yC2vLEXrR09soynn9onzREjWvqJjIGExXcDZRZ4ENlwZCEc4l8CKQTjaWhdO2nzkqCrjOllowmU0SguzEHG0CG03ynAYrWi19yL6w3NqLvWgua2DuRlZ2L+nHKkZw0HLfiDZYf2lmb87LWd2HvweFAZ74Sa27+Ppknf8mYpi2uE21E1Zd9AJX8AnRuhp8kFiwYKh3o21pygweNZPxF96hC8/qOVKJ04jo4wolmz+pnmjh4fHfoUP3nt97jR1B5AoJ/VNHkRLfkULdv7laWYUE0bsxMGbsz694HmjlVKwWP7CW3XBmRIjwTYj//9UZROLlUfPM6N5nuVs2di945X8J3bZ4Rc2PPeYnREDiVh42vFF0Ce84m0BR8Bafr8N3oTJkzHPGq2sSZDihEvvvAwtm95FqVj8gJm15uhaAEV0IaEDWPkRb4Atmvup7TAJfBSChQVRJsfe9GC6eR5/r2En6AqDAGlZaXY8foPsX3T0zAk6X2sRrzJ4GOFsHFi5OH6Aig6qjwpCiN9Rv/pxf0zVHjrCssB2o2ZOGUyDVYjfDStBkUTCh9dn4cBGPUDuPHoDJo08wF3RNRnyvLRE+L1yM0w+fAG7YH6xrElvgeBfaZh6mTPGDFWLuoH0O7g5hsxmTMLwdvtbtInJ7ujN+V34nivSYSgQR+dqahGXlg5AeTteQFLo8nAQRPdrvxJHhM6ncpTFo9leZHyySXU/Tr7X24d0W37D8iTsWLMiJwAXjHPpeYbdSfRWjLXk5Pd7vDEb0YkfYgJI0flSln3DqFVqZrEWDFmRE4ARbqrogK1lsyGXW+ULPX1RXRGo0Ip+k1YRWf1LGoDyFm4MHMBKKgCIB+GN1bcJdXAZonJTYp+dGTEWmhpyNQ71OmJMlTki4hOzDRYd9hE56Pl8jVDSzZU/CP4yBE0sbZa/eeGobXVTTW3t0u3HDpGTlHXMFtjzAg7DXSaSeSOqvX4Nn0yrk9zjkdXGkKvT9WvVb/FxsZW2ryxo27uSlhSaWNCbWLMCDsNbHSpUUUy6EQUL7gDNkMa/nbuuoqWlZmqrmuCeVgRGqd8W5miEmnCTkeuyLdCVaND05tQlmLFI8f/AX/77BRuGRaHbdvfQ319I+0taJBESyyTKRkpydTMKWO7nQIdQFksVujjdJhSNhZTp4xD4SjnyHn5Sh2+OHpOCj209ZUQHyfZieNpEk1Tujp70Nbeie6eXrJlx/BhQ/Hwyu9g//kWpC64Gz8s7sJPq43oU7GOHrAIOwHrj7xPi+RFHmYUkWy9A3XfcHpddU0Dlq/+CSztrcjPG45fbFqLrEzaGA1BnV09+Pm23djzx/3QJ9DUlNbRZrMF82ZNwYtrH0RaqnOED2aitb0Lz/xgC06c+pJ2nlLwwX9tRIpBj5mfDMWnbdK0LZhqhHzhfR05gUprHCBJ0/+ai/IyodcnoGz0BGRmDgkLHtfAmJyEb86pkADstfRPg2ZXloUFj/XTyLOnThlLXqpD/qh8CTzmW6O8Rcw2glAW7ZPzZW51qMXqu/NSOY/Op1cswFPPb5KdAV945ib85KNLkWI04Ffb/yBblwUvX7mGdS+thinFuZS0EXjnuqiasSAByRpawqm2aG2xatBgcU4tubz3L5oJgyERudnDcPFSrawqXPqqDk8/di/GFo/EiOEZeGDZHaR7VZZuc2s74qgfdYPHSic74tBt932xsozJEhKNGnrhqnkg57mjNsmT9eg85xbXPy9diJ1vf+Dhh4pc+foaxozu3wYrGDkCDTQlkUNv7/4rlt29wEf0y27VZmg+dqUHwo5GYf5MoL/v8pdSxvn1VQOqCrt8lHhEdThE7HjrzyjIH4G0NCPiaTTlbB0OB5qa2uhQqRGXLtdi4vhCH11+mFdZjh+89EvaonJ6ZWYGHUpptTwIo6/PivaObtSTfm19A8aVFPjo15hjCCBhR6Pw4RryQlXXOhfmNKDY4LsK4YqePFON7i4zXYKyQSRANXTmGx8XB31iPA0ARozIzkBiYv+WmDcSvTQaM0BtHV0w91jQRyd6DD6P1DqdDsnUVUwYW0gDl+9o+9iZVPzy6/5W4W0z6jhdwaFRWPoCKGpb3gYONsf7AcgeV0FzvEhJn5iAokLl77k6pk1Y6KRBRPRtb5HW0Evv83ZfL/BKGvTo2ViNwFJNRAJQRIDzyOjq+XHL/w8Af0P9cV1vDPtA4LqGtm0vRAeXv/b5bh34zb9dH+1ZrL9tuZxFh9Ox6pRJrnhkcoQdzTAZQPVGYXdJZn6agU6aWJeZbCgxhLxi51ZR7dfqEHBwUFqBcIFmvep7ICPRTuDxpv7ehgTVgJFr6O/UB3fbYjV59i4FA2iIP0GrkZi5yJ9uDD6A+xoHoQ9mzAg7DVaPp1FY+MIbVzXjh1oSUBvLyWyAwv75RuC5ZADRKFiEGWHnOhMR90dhKaQqN+PfXYvRRDZAzic648Ah5iQ6MXMCKNCX3jEkXgnwrshg0I+rVdsbCV1cF2ZOAKdO4S+7G0JrRJ7K69E912PfrP5ITfe/rw3C1ImxYsyInADOE3jhuityiMJrvnTRGFMvrO7R4qGTqeELoo7ELjgxcwHIRgXxt+rYDmyFNzV/Tf9zIibEd6dPGtFM+5GDQl5Y9edYVXGUmvHJWBbgZfJC2Pu36lXJi9cA7bWx23UeWEjGiLFyUT+AzBCEde6EWPy29tFA0l5PCx8em1WiDrJHh/gmre/2mUrW/c0MwMgXwJFl7xCK1f5a6nCkkZiaGzpuqANiZyOdGJmlTyAydTFbC3hVnrCRMOpn+QJ4j2CPpReScRq2aHeEm3EHbQJF8Mm/s+jUbrubCLxuskfLebKZkzAIALL3MUZe5AsgJ0wte5PqedpLRrUod1d2DS2z+KMZ3s/vJg/qbiGmgsqLVP4eOiOhz2j5Oq/0QjRxyNcrsBFJjRgTxmYA+QPIw7MgPDZATrXHXgd5oECBPZF/2Ru7m51AWujLI0egvozAttFtr166bcXNlj2XPU+y4/TAwkSVB6eBNWZMXFMX7ySqQQD6n1/VYP73RlHKpACpilg6arWFegtmp9lwb44Dc0zt0PJpEF27lQCQfumZyUFexJ5lJSClX+rfON5HgUHj/lOSZ122wS/BGR9ujKf/4pGBFK0DNjor6aTdGPZ4lWgn/XePLYFs0esLQkmaZ2F2LKBS+N4eDyIejP3aBCuyLTfoTkySFHRaqrjoem+MG9dy4C8bc/M4wnEmD8/56P2cobFiVZGOroLQ52O9Fhy3mvDE5yp4Jf+3uETCIgjR6wtCT5ZTW8EyKnVUc47l88qQnZ0tZaKhHUINNz3uA7n/Elxx6Zf7M3qW0r3ibnnvNEmfZUnOZUtLp7M60So5ZmZmBpZWFAWpmBK2VPdlcGIRUDE4gCz+XMUBess/Cqgpg1lgioeRTtOmTp2K4uJimHT0LqRmR5XnpufuBxkcN9/Nk/o38lTp2SvdLcegS82XmzEHHfRiL3JyciivMcgwJmJoIslEQ1x3xiAEhQaQFavKXyYQ94awETRp6nCDlCZQf1VQUICS8mn0AW2e08skj3J5Gh2S00m5i89e5Yqzd7GXMYh09ivx3WnMk9JYhuJDcpFTPAnDhvX3ODOynfkHLWCoBK4z1z0MhQdQIDdOlf7v39/D2PJLvjXHd2tJl0D7ggXTgeK5gImatQcMAkFqxgSED2/As9tT3TL8a6TLZaNnk90Z0Cb4rrXn5EV4a0UQPpPqzHUPQ+7uOYwYJf/HuXR0dX9EsZLwwk6JUyvHYUKGb6W8dR3mNmgaL9Hyjk9WFY6ZyZlAZhFgCH7n8FSjGRPfOOudpZz4ebrmUInHx9LcKjzJB5BtSZ++2/5Kk+Cx4Uznp8TjyqOl4cSkdButZcXmK4hrq3HO94JpcVNNzYGYXgDB9TlFMFE3v2jbaVxqozmkHBKEc9RXLMBzk2rliLNM+CbsbYkNx+kraaj7zJsdKF411XkzK1DaQJ6OvquLo/8TKJbMR19eBexG8i5pjuKSTDTBkV1K6QuAERNlg8faa25hWzKI68R1UwAeW1UGIGusGU+Xj+n/qQBB76vNSHfg24XJ0p1lVpFLAo2q8abh0I6chu68mdi27zCuGcnZi2ZDkz6SBlvqKxWQlS4g3ZmXgDVjBZjiQnYRH0h14ropJGVN2Nu4SJ8BbTjyIrH+jbovalvAqCQH1pal4Hu3FkvfqfHtKf5iKY5uYPF1NLnU1d6C+x94CDU1NUhNTcWO32xDbgH1dzLJZrNJ+XKeCQnOY9UuuqC+/Yuv8Ma5bhxvc/mNAN4YeIn+F8Ir1KrCDhiBso8cQJe1rM1fzF2cr9u1bMKw4bOLsqgc/iYt9NUS36Dna2jx8bSZEIJ6e7qx9N5/Qm1dnUfKYDDgnd/vQlZ2joc3MCLS5gTnwS+M43q9PuhLu3ijFbtP1l/bfcm87PijtxwcaEvJs39tlWi7ZKnAQym6nsKDFALa5MqZzXQ3kJoVA8mg8P1Ab2KPXbFiBc6e9R8509PT8e677yJ5wGe0DBbbdH+bx97u9jpv215xbsvbKVTRy5Y10nrp+kV9a+CXLI9BBWmi8BBJV1I4EUiLmxNXngOD2dTUhJaWFlq30gjMW1tEW7duDQgepzU3N6OqqkqSZXlupqzb1dVF35hYPC8lDHhctkouqxrgcbkCegsnREpUOe7s7qPwAoWgc0auPHskV549kQFZvJj+05QLzED5s9yePXvoinCalEwgSM2Uu4Uwfex5UvgphbdIh/s91UgVD/QuDReQwk7ijadwD4XD3unuOPdRDERGRgZ9uWSSBovbbrvNnRzwl5s3y3MzZX3uBhITE0OBx3lzGcZzmdQGjwupugey0YFEXjWBeMspsGc6t2YGCtFzT08PNm7ciAMHDqCzs9MjwR5233334fHHH/fwQkTolAlvUWDAYrKz7p236h7obdwd54pQqKLnXAq3UvhXCgco9FLwEO8ZLlmyRGraHiZFeJAoLQ26qmEbbIttsu1czmswwKO8BscDOaNARJ6pb++xjneI9jHU9Y3p7u4a8y/Pr81qbWkxkryRQEhmPZLrSkpK7nxl44bOIWnp10n2AnV/FzSC9oIpKe4Myfm8iEB5xYr3fwhNyOCVZit/AAAAAElFTkSuQmCC"" alt="""" class=""detail-img""><div data-v-37a58ac8="""" class=""detail-info""><p data-v-37a58ac8="""" class=""detail-info-name""></p><p data-v-37a58ac8="""" class=""detail-info-job""><span data-v-37a58ac8="""" class=""detail-info-job-posi""></span><!----></p><div data-v-37a58ac8="""" class=""detail-info-tag""><!----></div></div><div data-v-37a58ac8="""" class=""detail-download""><div data-v-37a58ac8="""" class=""detail-download-qrcode""><img data-v-37a58ac8="""" src=""https://img01.51jobcdn.com/we/images/logo.png"" alt="""" class=""logo""></div><p data-v-37a58ac8="""" class=""detail-download-tip"">来App与HR沟通！</p></div></div></div></div></div></div><p data-v-0ac984f9="""" class=""info""><span data-v-0ac984f9="""" class=""sal"">5-9千</span><span data-v-0ac984f9="""" class=""d at""><span data-v-0ac984f9="""">重庆·巴南区</span><span data-v-0ac984f9="""">|</span><span data-v-0ac984f9="""">2年</span><span data-v-0ac984f9="""">|</span><span data-v-0ac984f9="""">大专</span></span></p><p data-v-0ac984f9="""" class=""tags""><span data-v-0ac984f9="""" title=""培训机构""><i data-v-0ac984f9="""">培训机构</i></span><span data-v-0ac984f9="""" title=""教务管理""><i data-v-0ac984f9="""">教务管理</i></span><span data-v-0ac984f9="""" title=""班主任""><i data-v-0ac984f9="""">班主任</i></span><span data-v-0ac984f9="""" title=""教务""><i data-v-0ac984f9="""">教务</i></span><span data-v-0ac984f9="""" title=""绩效奖金""><i data-v-0ac984f9="""">绩效奖金</i></span><span data-v-0ac984f9="""" title=""专业培训""><i data-v-0ac984f9="""">专业培训</i></span><span data-v-0ac984f9="""" title=""五险一金""><i data-v-0ac984f9="""">五险一金</i></span><span data-v-0ac984f9="""" title=""弹性工作""><i data-v-0ac984f9="""">弹性工作</i></span><span data-v-0ac984f9="""" title=""定期体检""><i data-v-0ac984f9="""">定期体检</i></span></p></a><div data-v-0ac984f9="""" class=""er""><a data-v-0ac984f9="""" href=""https://jobs.51job.com/all/coVTFXOlE7BzxVOANpXTg.html"" target=""_blank"" title=""重庆三中英才教育科技有限公司"" class=""cname at"">重庆三中英才教育科技有限公司</a><p data-v-0ac984f9="""" class=""dc at"">民营",奢侈品/收藏品/工艺品/珠宝,,岗位职责：1.负责研发样板的货品流通及管理；2.负责产品款式的信息管理（包含信息收集、整理、校对）3.负责部门内部行政工作任职要求：1.大专及以上学历，专业不限，珠宝专业优先；2.具备珠宝行业从业经验及板房管理经验优先；3.具备一定的据统计分析及文件撰写能力；,已上市  |  1000-5000人
专利高级代理人（团队管理人）,武汉中北知识产权代理有限公司,1-2万,武汉-武昌区,本科,1年经验,03-07发布,10000人以上,团队管理人,国企,法律,,1、专利所高级代理人，团队管理人；2、本科及以上学历，光电、机械等相关专业；3、能够独立撰写并指导专利撰写，熟悉流程实务，熟练操作CAD等办公软件；4、良好的谈判及客户沟通能力。5、有责任感，良好的团队管理协调能力。6、有专利代理人资格证，三年以上从业资格者优先；福利待遇：1、条件优秀者面谈待遇问题。2、汉口或武昌办公地点可选。2、五险，双休，所有国家法定节假日带薪休假，带薪年假。3、定期体检，员工旅游。4、员工生日礼、节日礼，年终奖。如适合该职位，我们会尽快安排与您面谈。,民营  |  少于50人
培训管理辅助岗,宁波益民兴港装卸有限公司,5.5-6万/年,宁波-北仑区,大专,2年经验,03-07发布,5000-10000人,计算机,已上市,多元化业务集团公司,,要求大专以上，具有一定的计算机操作能力，协调沟通能力，年应发工资5.5-6万左右。双休，8点-16点30。提供工作餐，缴纳五险一金，提供班车工作内容是作为带班教师：从报名、带班管理、考试管理、档案整理等上班地址：北仑区迎宾路,国企  |  5000-10000人
生产计划管理（烟台）,广州小端信息科技有限公司,6千-1万·14薪,,,,03-07发布,50-150人,烟台,民营,计算机软件,,,民营  
营销管理,广东三和化工科技有限公司,1.5-2万·13薪,中山,本科,5-7年经验,03-07发布,500-1000人,五险一金,民营,石油/化工/矿产/地质,,岗位职责1.根据公司年度目标制定年度阶段性的促销方案，配合销售部达成销售目标；2.对公司内部关联部门进行业务协助、协调，服务营销，降低企业运营成本；3.开发、整合产品，制定价格和推广方案，并对产品推广进行跟踪和检讨；4.根据市场拓展或销售工作的需要，组织拟定各类企划方案，并负责审核、组织实施和总结；5.NCC价格的维护及其他需协助完善的NCC相关工作；6.通过对行业动态、竞争对手等情况的调研，编写分析报告，为企业经营决策提供依据；7.追踪行业市场发展动态，收集行业相关信息，适时提出企业发展策略或经营调整方案。任职要求1.市场营销、工商管理等相关专业、资格等级2.较全面的与公司产品及销售相关的知识3.有5年以上相关职位工作经验或3年以上同职工作经验4.熟悉企划等相关工作，良好的组织、协调、沟通能力，具备一定的洞察力以及分析解决问题的能力，具备独立完成大型会议活动的组织、策划、执行等能力5.客户导向、积极主动、抗压力强、组织能力强6.有家具漆、日化、跨境电商其中一个行业的销售管理经验。,已上市  |  1000-5000人
质量管理/质量工程师 （佛山）,广东腾彩科技有限公司,1-1.5万,佛山-南海区,大专,3-4年经验,03-07发布,50-150人,质量管理,外资（非欧美）,电子技术/半导体/集成电路,,岗位职责：1、组织并推进质量体系化实施与管控，编制生产规范、工艺标准、质量标准等文件；2、跟进公司所有生产产品的质量控制及提供技术支持，确保质量目标的实现；3、负责制程问题点组织改善，及改善对策跟踪落地；4、负责成品检验标准更新维护及制定，对成品检验发现的问题点进行跟踪改善；5、负责客诉问题组织分析改善，并确保纠正预防措施、客户要求得以贯彻实施；6、负责预防处理品质异常事项，保持持续改进状态；7、负责检验人员、生产员工的有关品质管理方面的培训及资格考核工作。任职要求：1、熟悉集成电路/半导体行业的质量要求，负责RFID电子标签的质量控制；2、大专以上学历，三年以上质量管理工作经验优先；3、熟悉精益生产管理、质量管理体系控制要求、运作和审核流程；4、具有良好的分析问题与解决问题的能力，并有良好的沟通协调能力。,民营  |  50-150人
企业风险管理与内控咨询-资深,大华国际管理咨询（北京）有限公司上海卓樾管理咨询分公司,9千-1.3万·13薪,,,,03-07发布,150-500人,内控,民营,专业服务(咨询、人力资源、财会),,,民营  |  少于50人
销售经理（管理岗）,上海金蝶网络科技有限公司,25-50万/年,上海-浦东新区,本科,5-7年经验,03-07发布,10000人以上,销售经理,民营,计算机软件,,岗位职责：1、负责团队业绩达成：根据公司下达的销售任务，制定销售计划，带领销售团队共同完成销售指标；2、负责销售团队管理：团队人员招聘引进，绩效考核，激励与培训辅导，对下属员工培养提能；3、协助规范公司营销制度及流程优化，完成销售总监临时交办的其他工作。任职要求：1、本科及以上学历，专业不限；2、5年及以上的软件销售经验或者其他大型项目销售经验；具有2年以上软件行业销售团队管理经验；3、良好的沟通表达，组织领导能力；较强的应变、解决问题及抗压能力；4、有在ERP行业销售管理工作经验者优先。,外资（非欧美）  |  150-500人
维修管理岗,广州城投住房租赁发展投资有限公司,10-20万/年,广州-越秀区,本科,1年经验,03-07发布,50-150人,五险一金,已上市,计算机软件,,此职位为广州城投住房租赁发展投资有限公司招聘信息。岗位说明：1.负责保障性住房小区公共设备设施、配套物业、公租房的房屋等维修养护的监管，建立监管体系及相关管理制度。2.审核保障性住房的小额维修报修，大、中修、专项维修的申请，实施相关业务的采购、招标、建库等工作。3.负责制定保障性住房的大、中修年度维修养护计划及编制维修费用预算，统筹组织维修验收、结算、支付等工作。4.对维修过程的安全管理、质量、工期、服务等进行全程监督，及时督促整改，落实维修施工期间的安全生产管理责任。5.对保障性住房物业服务单位人员进行设备设施管理涉及安全管理、维修养护规范标准、应急处置等培训，对物业服务单位管辖项目的设备设施和安生生产管理进行巡检、考核并落实整改。6.统筹组织物业服务单位对新建保障房项目承接查验工作，参与项目各阶段验收，督促遗留工程整改。7.受理、回复市民对保障性住房项目公共设备设施、房屋等维修养护方面的投诉和信访。完成领导交办的其他各项工作。任职资格：1.本科及以上学历，工程类相关专业，注册安全工程师、机电工程师、房屋建筑工程专业注册建造师等优先；2.有物业服务企业工程管理岗位工作经验，熟悉物业小区设备设施管理、维修养护及突发事件应急处理工作；3.思维敏捷，逻辑清晰，具备良好的沟通能力，协调能力和统筹组织能力。4.具有正常履行职责的身体条件和心理素质，具有良好的职业道德、职业操守，能承受一定的工作压力.,国企  
教务管理（李家沱）,重庆三中英才教育科技有限公司,5-9千,,,,03-07发布,50-150人,培训机构,民营,教育/培训/院校,,,民营  |  500-1000人
拓展物业管理,国药控股国大药房有限公司,1-1.5万·14薪,,,,03-07发布,150-500人,物业资产管理,国企,批发/零售,,,国企  |  10000人以上
战略管理主管,广州赛意信息科技股份有限公司,1.5-2万,,,,03-07发布,150-500人,战略,民营,计算机软件,,,已上市  |  5000-10000人
三类医疗器械管理负责人+高薪急聘,深圳伟艾鹏科技有限公司,8千-1.2万,深圳-光明区,大专,3-4年经验,03-07发布,50-150人,仪器,已上市,贸易/进出口,,岗位职责：1.全面负责企业的质量管理工作，对本单位使用全过程的质量管理工作进行监督、指导、协调，有效实施质量否决权。负责收集与医疗器械经营相关的法律、法规等有关规定，实施动态管理；2.负责指导和监督医疗器械验收、保管、养护中的质量工作。3.对不合格医疗器械进行控制性管理，负责不合格器械报损前的审核及报损、销毁相关器械的监督工作，做好不合格医疗器械的相关记录。4.负责医疗器械种类、质量的记录，相关资料的收集存档工作，保证各项质量记录的完整性、准确性和可追溯性。5.负责产品不良反应信息的处理及报告工作。组织或者协助开展质量管理培训；6.负责医疗器械质量投诉和质量事故的调查、处理及报告；负责公司医疗器械经营年度自查工作。7.负责三类医疗器械生产质量体系从0-1的搭建;质量体系程序文件、管理文件、操作文件的修订、审核、发放；体系运行有效性确认及监督管理;任职要求：1、教育背景：大专及以上学历或中级以上专业技术职称；医学、药学、生物工程、化学、护理学、康复、检验学、机械、电子等或涉及医疗器械相关专业；2、工作经历：3年以上三类医疗器械经营质量管理工作经历；3、技能技巧：较强的沟通协调能力、适应能力，完成上级临时交代的其他工作安排。,民营  |  50-150人
教务管理（鲁能）,重庆三中英才教育科技有限公司,5-9千,,,,03-07发布,150-500人,培训机构,国企,教育/培训/院校,,,民营  |  500-1000人
质量管理员,登腾（广州）医疗器械有限公司,6-8千,,,,03-07发布,50-150人,质量管理,国企,医疗设备/器械,,,外资（非欧美）  |  50-150人
医疗器械管理者代表,广州市巧美化妆品有限公司,1-1.5万,,,,03-07发布,50-150人,医疗器械,国企,快速消费品(食品、饮料、化妆品),,,民营  |  150-500人
建筑设备管理维护员,望建（集团）有限公司,4-5千,长沙-望城区,本科,5-7年经验,03-07发布,50-150人,五险一金,已上市,多元化业务集团公司,,负责纳安设备公司的建筑设备日常管理工作,民营  |  10000人以上
管理储备,山东启华教育科技有限公司,2-4万,济南-高新区,本科,5-7年经验,03-07发布,50-150人,五险,国企,机械/设备/重工,,软件研发管理储备，销售管理储备，生产总监，销售总监，公司副总，技术总监，各部总监等,已上市  |  50-150人
皮肤管理师,河南正道弘毅教育信息咨询有限公司,6-8千,郑州-管城回族区,中技/中专,2年经验,03-07发布,150-500人,员工旅游,民营,批发/零售,,,民营  |  50-150人
风控管理岗,杭州市临空建设投资集团有限公司,15-30万/年,杭州-萧山区,本科,5-7年经验,03-07发布,150-500人,法学,国企,多元化业务集团公司,,1.35周岁及以下，1987年3月1日及之后出生（杭州市E类及以上人才放宽至40周岁）；2.本科及以上学历；3.法学类、金融学类、财政学类、工商管理类相关专业；4.3年及以上相关工作经验；5.具有较强的风险防范意识、风险识别能力；6.具有良好的逻辑思维能力和分析判断能力。,国企  |  150-500人
管理课程顾问,江西新商界商务咨询有限公司,3-6千,南昌-东湖区,大专,无需经验,03-07发布,50-150人,培训,民营,专业服务(咨询、人力资源、财会),,岗位职责：1、负责企业客户的接待及咨询；2、负责管理课程、企业培训项目的推广；3、负责建立、维护企业客户关系，通过线上或线下形式维护好客户关系；4、后期可往管理岗晋升。职位要求：1、大专及以上学历，欢迎应届生投递；2、认真踏实、有较强的沟通能力、应变能力和抗压能力；3、热爱教育行业，具有团队合作精神；4、熟练掌握WORD、EXCEL等办公软件。,民营  |  50-150人
教学经理/教学管理（高薪+六险一金+平台好，晋升快）,江苏云巨石科技有限公司,1-1.5万,南京,本科,3-4年经验,03-07发布,500-1000人,教学管理,民营,教育/培训/院校,,,民营  |  500-1000人
