职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型,地区,*n薪,薪酬_n,月薪最小值,月薪最大值,行业类型,平均薪酬,工资级别
费用会计,广东海悟科技有限公司深圳分公司,5-8千,东莞·樟木头镇,2,2,"五险一金
免费班车
员工旅游
餐饮补贴
年终奖金
绩效奖金
定期体检
专业培训
通讯补贴",通信/电信/网络设备,,民营  |  1000-5000人,新一线,,5000-8000,5000,8000,会计,6500,四级
会计,中城盛业建工集团有限公司,5-7千,武汉·东湖新技术产业开发区,2,2,"财务
会计
税务
财务软件
税***计证
登帐
审计合同
财务会计
财务预算
节日福利
包吃
包住宿
五险",建筑/建材/工程,,民营  |  150-500人,新一线,,5000-7000,5000,7000,会计,6000,四级
账单会计,大健云仓科技（苏州）有限公司,7千-1万,苏州,3,3,"五险一金
绩效奖金
带薪年假
节日福利",互联网/电子商务,,外资（欧美）  |  150-500人,新一线,,7000-10000,7000,10000,会计,8500,三级
会计,海南省时代光华智能科技咨询有限公司,3-6千,海口·龙华区,2,2,"会计
专业培训
绩效奖金
晋升机制
岗位分红
立项奖励",计算机软件,,民营  |  50-150人,三线,,3000-6000,3000,6000,会计,4500,五级
成本会计,广州市雷子克电气机械有限公司,5-6千,广州·白云区,3,2,"财务
会计
财务管理
成本控制
成本核算
成本管理
成本分析
成本管控
成本会计
成本报表
五险一金
带薪年假
节日福利
周末双休
餐饮补贴
提供住宿",仪器仪表/工业自动化,,合资  |  150-500人,一线,,5000-6000,5000,6000,会计,5500,四级
信保会计,大健云仓科技（苏州）有限公司,7千-1万,苏州,3,3,"五险一金
绩效奖金
带薪年假
节日福利",互联网/电子商务,,外资（欧美）  |  150-500人,新一线,,7000-10000,7000,10000,会计,8500,三级
总账会计,江苏蓝歌带业有限公司,5-8千,南通,2,3,"出口退税
纳税申报
个税申报
包吃
五险",贸易/进出口,,  50-150人,二线,,5000-8000,5000,8000,会计,6500,四级
会计（双休，早九晚五）,武汉市武昌区阳光喔培训学校,5-7千,武汉·武昌区,3,1,"双休
朝九晚五
绩效奖金
社保五险",教育/培训/院校,,民营  |  150-500人,新一线,,5000-7000,5000,7000,会计,6000,四级
会计,佛山市飞达影视器材有限公司,5-7千,佛山·禅城区,2,2,"会计
***
补充医疗保险
员工旅游
专业培训
餐饮补贴
绩效奖金
年终奖金",仪器仪表/工业自动化,,民营  |  50-150人,新一线,,5000-7000,5000,7000,会计,6000,四级
英语会计,大健云仓科技（苏州）有限公司,6-9千,苏州·工业园区,3,3,"财务
会计
英语
会计学
五险一金
补充公积金
弹性工作
专业培训
股票期权
交通补贴",互联网/电子商务,,外资（欧美）  |  150-500人,新一线,,6000-9000,6000,9000,会计,7500,四级
会计（建筑行业）,深圳市凯铭智慧建设科技有限公司,6千-1.2万,成都·高新区,2,3,"财务
建筑
核销
装订凭证
原始单据
记帐凭证
五险一金
全勤奖
双休
节日福利",建筑/建材/工程,,民营  |  150-500人,新一线,,6000-12000,6000,12000,会计,9000,三级
会计经理/会计主管,深圳市良胜电子有限公司,1-1.2万,深圳·宝安区,2,3,"财务
会计
五险一金
住房补贴
通讯补贴
绩效奖金",电子技术/半导体/集成电路,,民营  |  150-500人,一线,,10000-12000,10000,12000,会计,11000,三级
会计,广东省海思工程咨询有限公司,5-7千,广州·番禺区,3,1,"财务
全盘
会计
员工旅游
餐饮补贴
五险一金
周末双休",建筑/建材/工程,,民营  |  50-150人,一线,,5000-7000,5000,7000,会计,6000,四级
日语会计,大健云仓科技（苏州）有限公司,8千-1.2万,苏州·工业园区,3,5,"会计
日语1级
财务软件
日语
财务
五险一金
补充公积金
弹性工作
专业培训
股票期权
交通补贴",互联网/电子商务,,外资（欧美）  |  150-500人,新一线,,8000-12000,8000,12000,会计,10000,三级
餐饮会计,东莞市三立灯饰有限公司,6-8千,东莞,2,3,"成本核算
税务法规
财务法规
财务软件
eip
绩效奖金
全勤奖
包三餐
五险一金
专业培训
包住宿
节日福利",家具/家电/玩具/礼品,,民营  |  150-500人,新一线,,6000-8000,6000,8000,会计,7000,四级
会计（五险+双休+团建+福利+年终奖）.,云南岿然减震科技有限公司,4.5-5.5千,昆明,3,3,"会计
税务
绩效奖金
餐饮补贴
通讯补贴
年终奖金
专业培训
学历补贴
生日补贴
提升空间
社保
带薪年假",建筑/建材/工程,,民营  |  50-150人,二线,,4500-5500,4500,5500,会计,5000,五级
会计人员2名/会计实习人员2名,四川众合悦盛科技有限公司,3.8-7.6千·13薪,成都·武侯区,2,1,"财会
财务
初级
账务处理
五险一金
员工旅游
餐饮补贴
通讯补贴
年终奖金
交通补贴
绩效奖金
定期体检
带薪假
工龄补贴",计算机软件,,民营  |  少于50人,新一线,,3800-7600,3800,7600,会计,5700,四级
薪酬会计,西安雁塔能康中西医结合医院有限公司,3-4.5千,西安,2,1,"绩效奖金
五险一金
节日福利
餐饮补贴
高温补贴",医疗/护理/卫生,,非营利组织  |  500-1000人,新一线,,3000-4500,3000,4500,会计,3750,五级
总账会计/成本会计,播恩集团股份有限公司,4.5-6千,昆明·官渡区,2,2,"销售
总账
成本
核算
IPO
五险一金
通讯补贴
餐饮补贴
定期体检
专业培训
绩效奖金
员工旅游
交通补贴
项目奖金",农/林/牧/渔,,民营  |  500-1000人,二线,,4500-6000,4500,6000,会计,5250,四级
成本会计,臼井汽车零部件（佛山）有限公司,6-8千,佛山,2,3,"成本核算
做五休二
带薪年假
五险一金
全勤奖
绩效奖金
节日福利
专业培训
加班补贴
住房补贴
年终奖金",汽车,,外资（非欧美）  |  150-500人,新一线,,6000-8000,6000,8000,会计,7000,四级
财务会计专员,武汉悦辰商业管理有限公司,6-6.5千,武汉,2,3,"五险一金
员工旅游
专业培训
年终奖金",多元化业务集团公司,,民营  |  150-500人,新一线,,6000-6500,6000,6500,会计,6250,四级
财务会计,汇源电气有限公司,5-8千·13薪,郑州·郑东新区,2,2,"五险一金
补充医疗保险
餐饮补贴
专业培训
年终奖金",电气/电力/水利,,民营  |  50-150人,新一线,,5000-8000,5000,8000,会计,6500,四级
成本会计,昆山真金食品有限公司,6-9千·14薪,昆山,3,2,"成本核算
账务核算
制造业成本
财务报告
五险一金
免费班车
绩效奖金
年终奖金
定期体检
专业培训",快速消费品(食品、饮料、化妆品),,民营  |  150-500人,新一线,,6000-9000,6000,9000,会计,7500,四级
会计,杉杉医疗投资管理（上海）有限公司,8千-1.2万,上海·浦东新区,3,2,"财务
会计凭证
会计报表
财务核算
五险一金
交通补贴
通讯补贴
餐饮补贴
定期体检
专业培训
员工旅游
绩效奖金",医疗设备/器械,,民营  ,一线,,8000-12000,8000,12000,会计,10000,三级
会计/财务主管/财务主管,昆山西尔维娅家居用品有限公司,7千-1万,昆山,2,3,"财务
会计
五险一金
年终奖金",家具/家电/玩具/礼品,,民营  |  50-150人,新一线,,7000-10000,7000,10000,会计,8500,三级
销售会计,重庆校贝贝服饰有限公司,5-7千,重庆·江北区,2,3,"制造业
财务软件
税务对接
销售收入经验
纳税申报
催收
excel
制造业erp
财务报表分析
销售合同审核
六险",服装/纺织/皮革,,民营  |  500-1000人,新一线,,5000-7000,5000,7000,会计,6000,四级
校企合作讲师（会计）,江苏正保安盛财务顾问有限公司,5千-1万,南京·鼓楼区,3,3,"线上授课
线下授课
培训师
会计
助教
五险一金
交通补贴
餐饮补贴
年终奖金
弹性工作
周末双休",专业服务(咨询、人力资源、财会),,民营  |  150-500人,新一线,,5000-10000,5000,10000,会计,7500,四级
会计（郑州）,湖北华鼎团膳管理股份有限公司,3.5-5.5千,郑州·管城回族区,3,2,"核算
供应商采购
供应商对账
盘存
节日福利
全勤奖
绩效奖金
高温补贴
交六险
包吃包住
年终奖金
周末双休",餐饮业,,已上市  |  1000-5000人,新一线,,3500-5500,3500,5500,会计,4500,五级
采购与固定资产管理会计,浙江万晟药业有限公司,5-7千·13薪,杭州·临安区,2,1,"免费班车
餐饮补贴
专业培训
定期体检",制药/生物工程,,已上市  |  1000-5000人,新一线,,5000-7000,5000,7000,会计,6000,四级
成本会计,东方日升（常州）新能源有限公司,5-7.5千,宁波·宁海县,3,2,"专业培训
节日福利
绩效奖金
包三餐
包住宿
全勤奖",新能源,,已上市  |  1000-5000人,新一线,,5000-7500,5000,7500,会计,6250,四级
主办会计,合肥市诚泰模具有限责任公司,7-9千,淮南,2,2,"记账凭证
纳税申报
会计报表
税法
账务处理
薪资审核
原始凭证
会计法规
明细帐
总账
年终奖金
弹性工作
包吃包住
做6休1",原材料和加工,,民营  |  50-150人,四线,,7000-9000,7000,9000,会计,8000,四级
主管会计,山东保蓝环保有限公司,6-8千,淄博,3,2,"会计
中级职称
有经验
本科
五险一金
绩效奖金
全勤奖
节日福利
专业培训
交通补贴
餐饮补贴
加班补贴
带薪年假
六险一金",环保,,民营  |  150-500人,三线,,6000-8000,6000,8000,会计,7000,四级
总账会计,南京恒嘉财务管理有限公司,6-8千,南京·玄武区,3,3,"总账会计
财务会计
员工旅游
交通补贴
定期体检
年终奖金
周末双休
五险一金",会计/审计,,民营  |  少于50人,新一线,,6000-8000,6000,8000,会计,7000,四级
总账会计,广东海圆圆农业科技有限公司,4-6千,佛山·南海区,2,2,"会计
总账
财务
年终奖金
员工旅游
购买社保
餐饮补贴",农/林/牧/渔,,民营  |  500-1000人,新一线,,4000-6000,4000,6000,会计,5000,五级
平湖工厂会计,嘉纳思迪建筑设计咨询（上海）有限公司,7-7.5千,嘉兴·平湖市,2,3,"五险一金
员工旅游
专业培训
年终奖金",家居/室内设计/装潢,,外资（非欧美）  ,二线,,7000-7500,7000,7500,会计,7250,四级
总账会计,天津中财型材有限责任公司,6-8千·13薪,天津·滨海新区,3,3,"五险一金
餐饮补贴
年终奖金
带薪年假
加班补贴",原材料和加工,,民营  |  500-1000人,新一线,,6000-8000,6000,8000,会计,7000,四级
主办会计,成都嘉裕房地产发展有限公司,7-9千·13薪,成都,3,4,"带薪年假
每周双休
降温饮料
生日礼金
开门利是
住宿、工作餐
五险一金",房地产,,民营  |  50-150人,新一线,,7000-9000,7000,9000,会计,8000,四级
商场楼管/楼层管理,湖北涢都置业有限公司,3-5千,孝感,2,1,"五险一金
员工旅游
专业培训
绩效奖金
餐饮补贴
运营
管理
商场管理
楼层管理
商户管理
店铺管理
商超
商业综合体",物业管理/商业中心,,,四线,,3000-5000,3000,5000,管理,4000,五级
管理培训生（南通）,麦德龙商业集团有限公司（东2东3区）,5-6千·13薪,南通·崇川区,3,1,"提供工作餐
五险一金
做五休二
带薪年假
节日福利
年底双薪
免费工作餐
补充医疗保险
生日假",批发/零售,,,二线,13,5000-6000,5000,6000,管理,5500,四级
管培生/管理实习生（五险一金+晋升+包住）,兰州美烁信息科技有限公司,3.5-7千,兰州·城关区,2,0,"储备干部
管培生
管理
实习生
绩效奖金
提供住宿
五险一金
节日福利
专业培训
全勤奖",批发/零售,,,二线,,3500-7000,3500,7000,管理,5250,四级
高级运营管理师,奇瑞新能源汽车股份有限公司,1-1.5万·15薪,芜湖,3,4,"管理
运营管理
企业管理
经营管理
经营计划
五险一金
补充医疗保险
餐饮补贴
通讯补贴
绩效奖金
年终奖金",新能源,,,三线,15,10000-15000,10000,15000,管理,12500,二级
会员管理主管/专员,江西洪兴大药房连锁有限公司,3-6千,南昌·新建区,2,1,"五险一金
包吃
免费班车
节日福利
绩效奖金
会员管理
医药
客诉
社区",医疗/护理/卫生,,,二线,,3000-6000,3000,6000,管理,4500,五级
项目管理,上海前锐汽车工程技术有限公司,7千-1.4万,上海·嘉定区,3,1,"管理
汽车
数字化做表
五险一金",汽车,,,一线,,7000-14000,7000,14000,管理,10500,三级
日语管理员,住电装储运（惠州）有限公司,5-6千,惠州·博罗县,2,0,"带薪年假
五险一金
包吃
包住宿
免费班车
绩效奖金
全勤奖
节日福利
交通补贴
加班补贴",交通/运输/物流,,,二线,,5000-6000,5000,6000,管理,5500,四级
食堂管理员,深圳市卓越物业管理有限责任公司,6-8千·13薪,广州·番禺区,2,1,"食堂
餐厅
食堂管理员
年终奖金
员工旅游
定期体检
包住宿
加班费
伙食补贴",物业管理/商业中心,,,一线,13,6000-8000,6000,8000,管理,7000,四级
企业管理工程师,烟台海德专用汽车有限公司,3-5千,烟台,2,2,"免费班车
餐饮补贴
通讯补贴
出国机会
弹性工作
周末双休",汽车,,,二线,,3000-5000,3000,5000,管理,4000,五级
酒店管理经理人,云南志远物业管理有限公司,6-8千,昆明,2,3,"酒店管理
酒店经营",建筑/建材/工程,,,二线,,6000-8000,6000,8000,管理,7000,四级
生产管理（嘉善),上海逸航汽车零部件有限公司,1-1.8万,嘉兴·嘉善县,2,4,"专业培训
员工旅游
绩效奖金",汽车,,,二线,,10000-18000,10000,18000,管理,14000,二级
运营管理（总监特助）,江苏烽禾升智能科技有限公司,2-3万,苏州,3,4,"五险一金
交通补贴
餐饮补贴
年终奖金
定期体检",仪器仪表/工业自动化,,,新一线,,20000-30000,20000,30000,管理,25000,二级
门店营运管理（管培生）,悦活里,6.5-8千,武汉·洪山区,3,0,"市场
运营
带薪年假
专业培训
提供住宿
出国旅游
年终奖金
单休
五险一金
绩效奖金
定期体检
定期团建",批发/零售,,,新一线,,6500-8000,6500,8000,管理,7250,四级
直播内容质量资深管理岗,字节跳动,1.2-2.5万,天津,3,3,"下午茶
六险一金
团队氛围好
晋升空间大
扁平管理
餐补
薪资优厚
租房补贴",互联网/电子商务,,,新一线,,12000-25000,12000,25000,管理,18500,二级
管理培训生,上海新川崎食品有限公司,4.5-6千,上海·闵行区,3,0,"管培生
助理
运营助理
市场助理
产品助理
采购助理
做五休二
带薪年假
节日福利
专业培训
免费班车
员工旅游
定期体检
交通补贴
五险一金",快速消费品(食品、饮料、化妆品),,,一线,,4500-6000,4500,6000,管理,5250,四级
现场管理人员,上海典屹实业有限公司,7-9千,上海·闵行区,2,4,"带薪年假
绩效奖金
节日福利
专业培训
餐饮补贴
年终奖金
五险一金
定期体检
加班补助",建筑/建材/工程,,,一线,,7000-9000,7000,9000,管理,8000,四级
供应链管理（采购）,悦活里,6.5-8千,武汉·洪山区,3,0,"采购
新零售
商务采购
食品
零售
批发
烟酒行业
带薪年假
专业培训
提供住宿
年终奖金
单休
五险一金
定期体检
绩效奖金
生日假
定期团建",批发/零售,,,新一线,,6500-8000,6500,8000,管理,7250,四级
生产管理,苏州莱能士光电科技股份有限公司,5-9千,张家港,2,2,"五险一金
专业培训
免费班车
年终奖金
绩效奖金
租房补贴",电子技术/半导体/集成电路,,,新一线,,5000-9000,5000,9000,管理,7000,四级
道路服务专员岗——服务质量管理方向(G3986),NIO蔚来,7千-1.1万,成都·武侯区,2,2,"互联网车企
扁平化管理
体系化培训
sop
服务质量",汽车,,,新一线,,7000-11000,7000,11000,管理,9000,三级
营销管理,武汉飞凌德胜科技有限公司,0.8-1万,武汉·武昌区,2,3,"市场
营销
拓展经理
市场分析
调研人员
补充医疗保险
补充公积金
员工旅游
专业培训
绩效奖金
年终奖金
弹性工作
定期体检
五险一金
出国机会",互联网/电子商务,,,新一线,,08000-10000,8000,10000,管理,9000,三级
