职位名称,薪酬,城市地区,工作经验要求,学历要求,公司福利,公司名称,规模类型,公司标签,地区,薪酬_n,月薪最小值,月薪最大值,公司规模,公司类型,平均薪资,工资级别
人力资源专员（HRBP）,6-8千,深圳·罗湖区,1年,本科,"excel
人力
人力资源
绩效奖金
入转调离
员工沟通渠道
做五休二
弹性工作
带薪年假
五险一金
包吃
绩效奖金
节日福利
专业培训
通讯补贴",深圳市高和医药贸易有限公司,外资（非欧美）  |  500-1000人,批发/零售,一线,6000-8000,6000,8000,500-1000人,外资（非欧美）,7000,四级
人力资源经理或人力资源总监,1.5-2.5万·14薪,东莞·清溪镇,3-4年,本科,"五险一金
专业培训
出国机会
绩效奖金
年终奖金
员工旅游",深圳赛诺高德科技有限公司,民营  |  50-150人,多元化业务集团公司,新一线,15000-25000,15000,25000,50-150人,民营,20000,二级
人事专员/人力资源专员,7千-1.2万,上海·青浦区,3-4年,大专,"五险一金
免费班车
员工旅游
绩效奖金
工龄奖金
食宿补贴",上海韵达供应链管理有限公司,已上市  |  10000人以上,交通/运输/物流,一线,7000-12000,7000,12000,10000人以上,已上市,9500,三级
人力资源专员,5-7千,成都,2年,大专,"五险一金
年终奖金
绩效奖金
通讯补贴
带薪年假
节日福利
专业培训
弹性工作
定期体检",成都香江置业有限公司,民营  |  500-1000人,房地产,新一线,5000-7000,5000,7000,500-1000人,民营,6000,四级
人力资源主管,8千-1.6万·13薪,湖州·安吉县,5-7年,本科,"招聘
人力资源
五险一金
出国机会
年终奖金",恒林家居股份有限公司,已上市  |  5000-10000人,家具/家电/玩具/礼品,三线,8000-16000,8000,16000,5000-10000人,已上市,12000,三级
人力资源专员,6-8千·13薪,上海·嘉定区,5-7年,大专,"人事
薪资
招聘
excel
证书管理
劳动法律法规
员工培训
员工关系
五险一金
交通补贴
通讯补贴
绩效奖金",上海中洲特种合金材料股份有限公司,已上市  |  500-1000人,原材料和加工,一线,6000-8000,6000,8000,500-1000人,已上市,7000,四级
人力资源主管/经理,8千-1.2万,成都·成华区,5-7年,本科,"数据分析
数据报表
体系化建设
数据
报表统计
microsoft
五险一金
交通补贴
通讯补贴
绩效奖金
定期体检
年终奖金
补充商业保险
节日福利
生日福利",成都顾连医院管理有限公司,民营  |  1000-5000人,医疗/护理/卫生,新一线,8000-12000,8000,12000,1000-5000人,民营,10000,三级
人力资源专员,1.5-2万,深圳·南山区,3-4年,本科,"招聘
猎头
面试
测评
五险一金
节日福利
补充医疗保险
专业培训
绩效奖金
年终奖金
定期体检
企业年金
餐饮补贴",国泰君安证券股份有限公司深圳分公司,国企  |  150-500人,金融/投资/证券,一线,15000-20000,15000,20000,150-500人,国企,17500,二级
月星集团-人力资源管理中心培训高级经理,2-2.5万,上海·普陀区,5-7年,本科,"绩效奖金
年终奖金
公司规模大
发展空间大",月星集团总部,民营  |  10000人以上,多元化业务集团公司,一线,20000-25000,20000,25000,10000人以上,民营,22500,二级
人力资源专员,5-7千,德阳,3-4年,本科,"培训
五险
绩效奖金
年终奖金
定期体检",四川米老头食品工业集团股份有限公司,民营  |  1000-5000人,快速消费品(食品、饮料、化妆品),四线,5000-7000,5000,7000,1000-5000人,民营,6000,四级
人力资源经理/HRBP,1.3-1.7万,深圳·罗湖区,5-7年,本科,"核算薪资
绩效改进
劳动纠纷处理
五险一金
员工旅游
专业培训
绩效奖金
年终奖金
定期体检",深圳茂业商厦有限公司,民营  |  10000人以上,批发/零售,一线,13000-17000,13000,17000,10000人以上,民营,15000,二级
人力资源实习生,3-4千,南京·鼓楼区,无需经验,本科,"人事
五险一金
专业培训
出国机会
年终奖金
员工旅游
定期体检
弹性工作
绩效奖金",江苏海隆软件技术有限公司,民营  |  1000-5000人,计算机软件,新一线,3000-4000,3000,4000,1000-5000人,民营,3500,五级
人力资源/招聘经理,7千-1万,上海·徐汇区,2年,大专,"五险一金
员工旅游
餐饮补贴
专业培训
年终奖金
绩效奖金",莱丁企业管理咨询（上海）有限公司,民营  |  50-150人,家具/家电/玩具/礼品,一线,7000-10000,7000,10000,50-150人,民营,8500,三级
人力资源COE岗（薪酬绩效方向）,2.5-2.8万,广州·海珠区,5-7年,本科,"薪酬体系
绩效体系
薪酬设计
绩效设计
绩效考核
周末双休
五险一金
员工旅游
通讯补贴
绩效奖金
年终奖金
定期体检
餐饮补贴
专业培训
上市国企",中电科普天科技股份有限公司,国企  |  5000-10000人,通信/电信/网络设备,一线,25000-28000,25000,28000,5000-10000人,国企,26500,一级
人力资源经理,2-2.5万,深圳·龙岗区,5-7年,本科,"人力资源
人力资源管理
人力资源规划
企业文化建设
结构设计
招聘
薪酬福利制度
人事招聘
培训
人才梯队
周末双休
带薪年假
节日福利
员工旅游
专业培训
一档社保
不加班
五险一金",深圳市讯飞大数据技术有限公司,民营  |  150-500人,互联网/电子商务,一线,20000-25000,20000,25000,150-500人,民营,22500,二级
人力资源部负责人,1-2万,天津·南开区,5-7年,本科,"人力资源
人力资源管理
中层管理
五险一金
专业培训
定期体检",天津国弘企业管理有限公司,国企  |  少于50人,多元化业务集团公司,新一线,10000-20000,10000,20000,少于50人,国企,15000,二级
人力资源经理/主管（干部管理） (MJ000198),1-1.5万,台州·椒江区,无需经验,本科,"人才盘点
激励
干部管理
干部培养
干部盘点
干部访谈
干部选拔
人才甄选
五险一金
免费班车
交通补贴
定期体检
专业培训
年终奖金
餐饮补贴
员工旅游
带薪年假",浙江九洲药业股份有限公司,已上市  |  1000-5000人,制药/生物工程,三线,10000-15000,10000,15000,1000-5000人,已上市,12500,二级
人力资源经理（薪酬福利&绩效管理）,1.5-2.2万,上海·嘉定区,5-7年,本科,"C&B
Manager
薪酬福利经理
餐饮补贴
绩效奖金
专业培训
五险一金
免费班车
员工旅游
出国机会
定期体检
年终奖金",星坊家具（上海)有限公司,外资（非欧美）  |  150-500人,贸易/进出口,一线,15000-22000,15000,22000,150-500人,外资（非欧美）,18500,二级
人力资源总监,8千-1.6万,沈阳·铁西区,5-7年,本科,"hrbp
培训
招聘
员工关系
薪酬绩效
人才发展
劳务派遣
人力资源
五险一金
交通补贴
餐饮补贴
通讯补贴
定期体检
节日福利
单双休
生日津贴",沈阳顺义科技有限公司,民营  |  50-150人,仪器仪表/工业自动化,二线,8000-16000,8000,16000,50-150人,民营,12000,三级
人力资源专员,4.5-6千,德阳,3-4年,大专,"五险一金
餐饮补贴
定期体检",德阳市智慧家园房地产开发管理有限公司,民营  |  50-150人,房地产,四线,4500-6000,4500,6000,50-150人,民营,5250,四级
人力资源经理/主管,8千-1.5万,无锡·滨湖区,5-7年,本科,"招聘
员工关系
薪酬绩效
培训
五险一金
交通补贴
餐饮补贴
通讯补贴
绩效奖金
年终奖金
补充医疗保险
定期体检",金茂苏皖企业管理（天津）有限公司,国企  |  1000-5000人,房地产,二线,8000-15000,8000,15000,1000-5000人,国企,11500,三级
人力资源经理,8千-1.2万,盐城·射阳县,5-7年,大专,"人事行政经理
人事
行政
人事主管
包吃
包住宿
节日福利
专业培训
五险",深圳市华群数控机械有限公司,民营  |  50-150人,机械/设备/重工,三线,8000-12000,8000,12000,50-150人,民营,10000,三级
人力资源专员,7-9千,大连,1年,本科,"人力资源
人力资源管理
考勤表
人员档案管理
考勤台账
考勤系统
加班管理
制度宣导
资料保存
五险一金
员工旅游
专业培训
股票期权
弹性工作
定期体检
绩效奖金
年终奖金
补充公积金
补充医疗保险",沈阳百鸣人力资源有限公司,民营  |  1000-5000人,中介服务,二线,7000-9000,7000,9000,1000-5000人,民营,8000,四级
人事主管/人力资源经理,7千-1.2万,深圳,3-4年,本科,"人事
人事专员
招聘
招聘专员
人事主管
节日福利
年终奖金
绩效奖金",深圳市爱兔服饰有限公司,民营  |  50-150人,服装/纺织/皮革,一线,7000-12000,7000,12000,50-150人,民营,9500,三级
人力资源主管,7-9千,上海·静安区,2年,大专,"人力资源
人事主管
HR主管
HR
人力资源主管
五险一金
通讯补贴
年终奖金
周末双休",思浓特企业管理有限公司,外资（欧美）  |  50-150人,快速消费品(食品、饮料、化妆品),一线,7000-9000,7000,9000,50-150人,外资（欧美）,8000,四级
人力资源副经理 (MJ003849),1.4-1.5万,成都,无需经验,本科,"数据分析
薪酬福利管理
人力预算
分析报告
外资企业
弹性工作
绩效奖金
通讯补贴
五险一金",嘉士伯企业管理咨询有限公司,外资（欧美）  |  10000人以上,快速消费品(食品、饮料、化妆品),新一线,14000-15000,14000,15000,10000人以上,外资（欧美）,14500,二级
人力资源专员,6-8千·13薪,深圳·光明区,3-4年,大专,"五险一金
员工旅游
绩效奖金
年终奖金
股票期权
定期体检
结婚生育礼金
节日福利
团建经费
带薪年休假",深圳市艾伟迪生物科技有限公司,民营  |  50-150人,制药/生物工程,一线,6000-8000,6000,8000,50-150人,民营,7000,四级
人力资源经理,0.8-1万,深圳·龙华区,5-7年,大专,"人事经理
五险一金
员工旅游
交通补贴
通讯补贴
专业培训
绩效奖金
弹性工作
带薪年假",深圳市烨兴膜结构工程有限公司,民营  |  50-150人,建筑/建材/工程,一线,08000-10000,8000,10000,50-150人,民营,9000,三级
人力资源管理（sy）,6千-1万,沈阳·浑南区,1年,本科,"交通补贴
住房补贴
餐饮补贴
六险二金
通讯补贴
免费班车
年终奖金
绩效奖金",钢研纳克检测技术股份有限公司,国企  |  5000-10000人,检测，认证,二线,6000-10000,6000,10000,5000-10000人,国企,8000,四级
人力资源专员,6-8千,佛山·禅城区,2年,大专,"交通补贴
通讯补贴
五险
工作餐
社会保险",广东兴辉陶瓷集团有限公司,民营  |  1000-5000人,建筑/建材/工程,新一线,6000-8000,6000,8000,1000-5000人,民营,7000,四级
培训讲师（人力资源管理课程）,1.5-2.5万,深圳·南山区,3-4年,本科,"培训讲师
直播
人力资源",深圳市点米二号科技有限公司,已上市  |  500-1000人,互联网/电子商务,一线,15000-25000,15000,25000,500-1000人,已上市,20000,二级
人力资源经理,8千-1.2万·14薪,上海,5-7年,本科,"五险一金
通讯补贴
餐饮补贴
年终奖金
定期体检",国药控股菱商医院管理服务（上海）有限公司,合资  |  150-500人,医疗设备/器械,一线,8000-12000,8000,12000,150-500人,合资,10000,三级
人力资源助理,8千-1万,北京·大兴区,1年,本科,"周末双休
餐饮补贴
交通补贴
节日福利",海贝彼欧汽车零部件（北京）有限公司,外资（欧美）  |  50-150人,汽车零配件,一线,8000-10000,8000,10000,50-150人,外资（欧美）,9000,三级
人力资源及行政助理经理,1.8-2.2万·13薪,上海·徐汇区,3-4年,本科,"人力资源管理
HRBP
薪酬绩效
带薪年假
节日福利
定期体检
年终奖金
五险一金
通讯补贴
学习发展好
补充公积金",上海嘉英物业管理有限公司,外资（欧美）  |  50-150人,物业管理/商业中心,一线,18000-22000,18000,22000,50-150人,外资（欧美）,20000,二级
月星集团-人力资源管理中心组织发展总监（OD),2.5-3.5万,上海·普陀区,10年以上,本科,"绩效奖金
年终奖金
公司规模大
发展空间大",月星集团总部,民营  |  10000人以上,多元化业务集团公司,一线,25000-35000,25000,35000,10000人以上,民营,30000,一级
人力资源专员,3.5-4.5千,烟台,1年,大专,"绩效奖金
餐饮补贴
交通补贴
年终奖金
专业培训
员工旅游
五险",山东恒诚检测科技有限公司,民营  |  150-500人,检测，认证,二线,3500-4500,3500,4500,150-500人,民营,4000,五级
人力资源组织管理岗,6千-1.2万·13薪,上海·浦东新区,5-7年,本科,"人力资源
人才梯队
五险一金
绩效奖金
年终奖金
免费班车
通讯补贴
定期体检",上海速林网络科技有限公司,民营  |  少于50人,通信/电信运营、增值服务,一线,6000-12000,6000,12000,少于50人,民营,9000,三级
ERP实施顾问人力资源方向,4.5-7千,南宁·西乡塘区,无需经验,本科,"五险一金
交通补贴
补充公积金
餐饮补贴
通讯补贴
绩效奖金
专业培训
年终奖金",广西南跃企业管理有限公司,民营  ,专业服务(咨询、人力资源、财会),二线,4500-7000,4500,7000,,民营,5750,四级
咨询顾问（人力资源管理咨询方向）,9千-1.2万·13薪,上海·黄浦区,无需经验,本科,"人力资源管理
人力资源咨询
绩效考核
薪酬
专业培训
五险一金
员工旅游
绩效奖金
年终奖金
定期体检
带薪年假
节日福利",上海立信锐思信息管理有限公司,民营  |  50-150人,专业服务(咨询、人力资源、财会),一线,9000-12000,9000,12000,50-150人,民营,10500,三级
人力资源主管（偏招聘）,1-1.5万,上海·浦东新区,3-4年,本科,"招聘
五险一金
专业培训
绩效奖金
老板nice
同事nice
弹性工作
员工旅游",上海勇虹医疗科技有限公司,民营  |  50-150人,医疗设备/器械,一线,10000-15000,10000,15000,50-150人,民营,12500,二级
人力资源主管,5-8千·15薪,滁州,1年,大专,"人事主管
员工旅游
餐饮补贴
专业培训
年终奖金
定期体检
周末双休
带薪年假
包住宿
全勤奖
五险一金",硕维科技（杭州）有限公司,民营  |  500-1000人,电气/电力/水利,三线,5000-8000,5000,8000,500-1000人,民营,6500,四级
项目专员（人力资源方向）,5-7千,广州·天河区,1年,大专,"员工关系
劳动法
员工关系处理
薪资计算
外包公司
应对处理
档案管理
劳动合同签订
带薪年假
五险一金
绩效奖金
周未双休",广州达而球物业管理服务有限公司,民营  |  150-500人,外包服务,一线,5000-7000,5000,7000,150-500人,民营,6000,四级
人力资源经理,1.2-2万,常州·武进区,5-7年,大专,"hrbp
培训
招聘
人才发展
五险一金
餐饮补贴
通讯补贴
定期体检",江苏港安物业管理有限公司,民营  |  150-500人,物业管理/商业中心,二线,12000-20000,12000,20000,150-500人,民营,16000,二级
