职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型
营销总监,天陶陶瓷科技（云南）（集团）股份公司,8千-1.5万,杭州,本科,5-7年经验,艺术品,教育/培训/院校,岗位职责：1、根据公司战略制订年度销售目标，并根据市场情况调整销售策略，协助总监控制市场开发工作的方向和进度，完成既定销售计划及回款任务；2、根据公司发展战略，负责建筑智能化、智慧城市等相关业务的市场拓展，带领团队完成业绩指标；3、负责新市场的开拓工作，发展新客户，开发新渠道，增加公司产品的市场和占有率；4、掌握市场动态，把握最新销售信息，分析竞争对手动态，调整相关策略并组织实施；5、组织开展销售团队建设，负责团队的培养。任职要求：1、本科及以上学历，5年以上大客户商务拓展合作经验，具备建筑智能化、智慧城市等项目落地经验；2、有房地产客户或政府项目销售经验，成功运作项目，有楼宇智能行业、智能家居、智慧城市及地产行业、政府客户资源优先；3、熟悉智能化、建筑业、政企服务行业，具备良好的产品以及方案宣讲能力；4、具备良好的商务谈判能力，敏锐的市场洞察能力和市场拓展能力；5、注重效率，能适应快节奏的工作环境，有较强的抗压能力，能适应出差。,民营  |  少于50人
商场营销推广部经理,上海协信星光商业管理有限公司,1-2万,上海,本科,3-4年经验,五险一金,物业管理/商业中心,职位描述：1、负责字节营销数据产品的运营推广，制定运营目标与规划，并基于产品不同阶段和用户分层，推动推广落地策略；2、针对客户使用情况，分析使用和投放效果，通过精细化运营，沉淀输出方法并提出优化产品建议；3、擅长平台化的活动玩法，能结合不同玩法（营销、导流、分层转化等），通过案例包装、触达等方案输出，促进拉新和促活；4、产品包装及培训体系建立：负责数据产品包装及宣传，定期组织销售团队、服务商和客户的产品培训和考核。职位要求：1、本科及以上学历，2-4年工作经验，互联网平台的商业产品的平台运营/平台用户增长经验者优先；2、对数据的商业化应用和推广有强烈兴趣，具备项目管理能力，数据敏感，逻辑清晰；3、有高效的沟通能力，有团队合作精神与大局观。,民营  
大客户销售/市场营销（六险一金）,深圳市刚竹医疗科技有限公司,1.5-2万,北京-大兴区,大专,无需经验,渠道管理,医疗/护理/卫生,岗位职责无经验者可从助理做起1、负责行业信息收集、更新、客户不定期拜访；2、负责区域销售合同跟进签订、合同正常履行、合同资金收回；3、负责与各大央企、国企新老客户保持良好合作关系，；4、负责执行完成公司制定的各项销售、回款任务；5、原有业务与市场运作顺利的前提下，开发新市场以及新的业务模块。任职资格1、大学专科以上学历，市场营销、企业管理专业优先；2、具有良好的亲和力、优秀的适应能力、独立的学习能力；3、吃苦耐劳、有坚韧的意志力和团队合作精神；4、能适应出差的工作性质。,民营  |  50-150人
市场营销经理,纽奶乐乳业（中国）有限公司,1-1.5万,上海-浦东新区,本科,5-7年经验,市场活动策划,快速消费品(食品、饮料、化妆品),岗位职责:1.负责四代堆、聚变堆、国家大科学装置等核能拓展业务市场调研，及时掌握业务市场信息并进行分析，做好市场需求的预测及跟踪;2.负责相关项目业务客户接口管理、沟通、关系维护;3.负责制定相关业务项目营销策划、关系建立、项目跟踪、竞争对手分析、客户往来接待、策划组织市场营销活动;4.负责产品报价、合同谈判、订单承接等工作。任职要求:1.本科及以上学历，技术专业背景优先;2.3年以上技术、销售、项目、生产管理工作经验;3.有良好的英语沟通能力;4.能够熟练应用Proiect、Word、EXCEL、PPT等办公软件，能熟练使用P6更佳。5.喜欢挑战、团队协作意识强、承压能力强、工作细致、身体健康。,外资（欧美）  |  150-500人
营销总监,广东先达数控机械有限公司,20-30万/年,长沙-开福区,大专,2年经验,销售管理,机械/设备/重工,岗位职责：1、负责酒店市场开拓，潜在客户资料收集，有效分析发掘客户资源，针对客户制定营销方案，组织重点客户攻关，促进客户签单；2、负责维护、发展、巩固客户关系，与客户建立良好的合作关系；3、客户接待、谈判及合同签订，履行。任职要求：1、22-35岁，大专及以上学历，营销、酒店等相关专业优先；2、2年以上星级酒店销售或奢侈品销售经验；3、抗压力、协调沟通能力强，业务追踪执行强。,民营  |  150-500人
营销科学产品运营-平台运营,字节跳动,1.5-3万,北京,本科,3-4年经验,下午茶,互联网/电子商务,职位描述：1、负责字节营销数据产品的运营推广，制定运营目标与规划，并基于产品不同阶段和用户分层，推动推广落地策略；2、针对客户使用情况，分析使用和投放效果，通过精细化运营，沉淀输出方法并提出优化产品建议；3、擅长平台化的活动玩法，能结合不同玩法（营销、导流、分层转化等），通过案例包装、触达等方案输出，促进拉新和促活；4、产品包装及培训体系建立：负责数据产品包装及宣传，定期组织销售团队、服务商和客户的产品培训和考核。职位要求：1、本科及以上学历，2-4年工作经验，互联网平台的商业产品的平台运营/平台用户增长经验者优先；2、对数据的商业化应用和推广有强烈兴趣，具备项目管理能力，数据敏感，逻辑清晰；3、有高效的沟通能力，有团队合作精神与大局观。,民营  |  10000人以上
市场营销经理,纽奶乐乳业（中国）有限公司,1-1.5万,武汉,大专,2年经验,市场活动策划,快速消费品(食品、饮料、化妆品),岗位职责：1、根据公司营销规划，建立完善公司的线下动销活动、产品推广等工作，针对不同类型的宠物店特点制定制定和组织实施相应的营销推广活动；2、落实公司的市场开拓活动计划，指导市场活动以及主题促销活动的制定和实施；3、负责收集、分析市场信息，进行市场预测及分析，包括市场动销活动情况及行业发展动态等，及时为公司决策提供依据；4、跟进及维护市场资源合作关系，包括当地宠物店、分销商等客户，日常拜访维系，拓宽合作渠道，稳定和促进公司产品销量；任职要求：1、大专及以上学历2、有丰富的市场活动策划及实施经验3、具有良好的客户服务意识，较强的宣传活动组织能力4、沟通良好，执行力强,外资（欧美）  |  150-500人
市场/营销/拓展经理,湖北维世达国际贸易有限公司,6-8千,武汉-江汉区,大专,3-4年经验,湖北维世达国际贸易有限公司,贸易/进出口,工作内容1、根据公司发展战略，制定公司的市场规划和促销活动。2、负责经销商沟通，促销方案的执行和跟进工作。3、各类宣传物料的设计与制作工作。4、负责市场解决方案的设计和对客户的产品知识培训工作。5、负责大型展会的策划、搭建、现场统筹安排。6、负责网络平台客户的维护，跟进，及开拓工作。任职资格：1、大专及以上学历，个性开朗、善与人沟通，有亲和力.2、有较强逻辑思维，及促销活动策划及组织能力。3、具备较强团队精神及工作责任心；4、熟练掌握办公软件，会使用photoshop、PS软件等。5、具有3年以上市场营销策划推广工作经验，能适应出差。,民营  |  少于50人
市场营销总监,上海西郊庄园资产经营管理有限公司,2.5-3万,上海-闵行区,本科,5-7年经验,五险一金,房地产,岗位职责：1.在总经理的领导及管理下，对市场营销活动的各个方面进行监督和指导。具体责任包括：监督促销战略的计划及发展和市场计划；监督和参与市场营销计划的发展和执行；管理市场营销队伍和报告计划执行的效果；职责还包括需要同地区性的市场营销办公室进行直接和日常例行的沟通。2.制定年度营收计划，市场预算和预测3.制定有关于营收计划的执行计划以确保营收计划目标得以完成；4.协调一切可用于维持和增长业务量的方式，包括：广告促销，个人销售，公众及社会关系，特价销售等等5.保持与酒店外部个体的互动交流，这些包括（但不仅限于）：客户，常规机构，本地的酒店联合协会，政府旅游办公室，航空公司，旅行社，旅游经营者，竞争者以及其他的本地社会团体成员6.调查潜在的市场通过回顾销售部门和前厅部门的相关资料，分析客史档案和入住资料，研究顾客的调查问卷，回顾政府部门关于城市旅游人员的统计调查，分析竞争对手的销售及促销方案，研究销售方面相关的行业出版刊物，通过分析过去广告活动产生的市场效应和咨询其他部门的领导及广告机构，向总经理推荐能为酒店获取***效应的广告方式。7.通过保持与航空公司，旅游中介，商业机构，私人俱乐部以及在社会团体和接壤的市场中的专业协会的联系，来为酒店获得新的和重复业务；8.定期回顾社会公共关系活动以确保酒店在本地和国家媒体中有较高的认知率；9.管理新的产品和服务的发展；10.监督新的市场战略的发展；岗位要求：1、市场营销、企业管理、酒店管理等相关专业本科及以上学历；持有酒店职业经理人等相关证书者优先考虑；2、具有6年以上酒店市场销售管理工作经历；具有同等职位工作经历3年及以上，国际品牌五星级酒店工作经历；3、拥有良好的社会关系和人脉，对上海市场有深刻的认识和理解，敏锐的市场分析能力；自身拥有很强的市场开拓能力，并有具有很强的管理能力带领市场销售团队。4、英语听说读写流利，沟通能力强；熟练的办公软件操作能力；5、具有一线城市五星级酒店工作经历优先。,合资  |  少于50人
项目营销经理-成都,华润置地华西大区总部,1.8-3万·16薪,成都-成华区,本科,8-9年经验,定期体检,房地产,岗位职责:1）负责项目团队组建、营销工作计划编制，***高去化实现；2）负责制定项目年度、月度营销策略、销售计划、费用计划、定价策略；3）负责客户梳理、完成项目月度、年度的销售、签约、回款目标；4）负责收集政府相关职能部门政策变化信息；5）负责销售物料、销售说辞等对外资料的审核，把控销售风险；6）负责项目营销团队人员管理。任职要求:1）本科及以上学历，房地产经营、市场营销、管理相关专业优先；2）具有8年及以上工作经验，具备大型房地产企业同类型岗位工作经验优先；3）熟悉国家房地产政策，具备相关法律法规等方面的知识，有完整的项目操盘经验；4）结果导向，良好的沟通协调能力、抗压能力、执行力、问题解决能力。,国企  |  500-1000人
