职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,发布时间,公司标签,工作地点,职位描述或任职要求,规模类型
Android安卓工程师,苏州君百智能科技有限公司,1.5-2万,昆山,大专,3-4年经验,01-29发布,机械/设备/重工,,工作职责：1、参与产品设计，使用流程等，方案讨论，负责Android客户端软件开发工作;2、根据产品开发流程规范，完成相关技术文档编写;3、解决开发过程中遇到的技术问题，配合项目成员完成相关工作。任职资格：1、3-5年工作经验，专科或以上学历，计算机、电子信息、通信工程相关专业;2、熟练Android相关开发，熟悉Android标准控件、AndroidframeworkAPI；3、精通以下一种或多种多线程、安卓UI、动画、文件操作优先；4、熟悉AndroidStudio开发环境，能够写出强稳定高可用易扩展的代码。,民营  |  少于50人
安卓工程师,本无网络科技有限公司,1.2-1.8万,大连,本科,3-4年经验,01-29发布,互联网/电子商务,,1.精通Android基础功能开发，拥有良好的编程风格，扎实的编程基础和数据结构算法基础；2.深入理解Android各版本SDK更新内容，具有丰富的java/kotlin开发经验，对内存管理，多线程开发，及AMS原理有深入了解；3.熟悉网络通信机制及常用数据传输协议，，有Socket经验优先；4.具备良好的分析解决问题能力，有技术难题攻关经验，按时独立承担任务模块，分析并解决相应问题，具备一定抗压能力；热爱互联网和新技术，具有极强的快速学习能力；5.熟悉App版本迭代、上架发布等工作。,民营  |  少于50人
安卓APP开发工程师,上海芮想信息科技有限公司,1.5-2.2万,,,,01-29发布,计算机软件,,,民营  |  1000-5000人
安卓工程师,北京恒远恒信科技发展有限公司,1.3-1.8万,,,,01-29发布,通信/电信运营、增值服务,,,民营  |  50-150人
中高级安卓工程师,海南钦诚软件技术有限公司,1-1.8万,广州-天河区,大专,5-7年经验,01-29发布,计算机软件,,岗位职责1、负责公司核心产品，朗读亭、朗读教室、留声墙等产品的编码开发；2、对负责的编码和已有的业务编码进行改造和优化，提升产品运行性能；3、负责产品的安卓开发迭代，参与评审，编码开发和线上维护工作；4、配合项目经理和产品经理对项目进行技术评估。任职要求1、本科学历，优秀者可放宽到大专，5年以上安卓开发经验；2、具备独立完成安卓项目上线经验，有软硬件等智能设备开发经验者优先；3、有fultter开发、上线产品者优先；4、英语通过cet-4以上者优先考虑。,民营  
Android工程师/安卓工程师,嘉信商务管理咨询（大连）有限公司,1.5-3万,扬州-邗江区,本科,3-4年经验,01-29发布,计算机软件,,,民营  
Android安卓工程师,滨江兄弟信息技术（杭州）有限公司,7.5千-1.2万·14薪,长沙,大专,5-7年经验,01-29发布,计算机软件,,任职要求：1、大专及以上学历2、5年以上安卓原生开发经验3、熟悉java开发语言，熟悉kotlin等安卓原生常用开发框架和UI框架4、熟悉安卓原生与H5的通讯机制5、熟悉安卓开发的性能调优6、熟悉安卓的组件封装和自定义UI组件的开发，熟悉安卓页面的屏幕适配7、良好的编码习惯和代码风格,外资（非欧美）  |  150-500人
安卓工程师,惠州市华阳多媒体电子有限公司,1.3-2.5万,深圳-坪山区,本科,3-4年经验,01-29发布,电子技术/半导体/集成电路,,1、参与产品需求评审、UE交互评审，以及UI设计和测试用例的评审2、负责Android功能模块的开发、开发概要设计撰写和功能自测3、负责测试bug的修正和验证4、负责Android客户端的性能优化、故障排查5、组织或参与开发概要技术设计评审、代码走查1、本科及以上学历，计算机或相关专业；2、5年以上App相关开发经验，有较强的独立工作和解决问题的能力；3、熟悉Android/iOS系统架构，熟悉Java、Kotlin、Objective-C、Swift；4、有良好的学习能力和强烈的进取心、良好的沟通与表达能力、思路清晰；5、具有较好的团队精神，有强烈的责任感和积极的工作态度；6、较强的动手能力与逻辑分析能力。对用户体验、交互流程及用户需求有所理解者优先；7、有Flutter、ReactNative等跨平台开发经验；8、有独立开发过APP项目、有物联网相关经验，或有应用商店上架产品者优先。,已上市  |  1000-5000人
Android安卓工程师,青岛沐贤人才服务有限公司,1-1.5万,深圳-南山区,本科,3-4年经验,01-29发布,专业服务(咨询、人力资源、财会),,,民营  |  少于50人
安卓工程师,江苏金软软件技术有限公司,6千-1.2万,昆山,本科,3-4年经验,01-29发布,计算机软件,,1、负责参与机器人项目的前期策划和目标制定并提供可行性建议；2、负责根据项目的要求，承担Android系统的各模块功能的设计、开发；任职要求：1、本科及以上学历；2、3年以上Android系统开发经验，精通Java/C/C++；3、熟练Android框架API及FrameWork多层次模块开发；4、熟悉AndroidSDKPDK及相关配套工具；5、有基于Linux系统开发经验的优先考虑；,民营  |  50-150人
安卓工程师,云涌科技,8千-1.2万,长沙,大专,5-7年经验,01-29发布,仪器仪表/工业自动化,,任职要求：1、大专及以上学历2、5年以上安卓原生开发经验3、熟悉java开发语言，熟悉kotlin等安卓原生常用开发框架和UI框架4、熟悉安卓原生与H5的通讯机制5、熟悉安卓开发的性能调优6、熟悉安卓的组件封装和自定义UI组件的开发，熟悉安卓页面的屏幕适配7、良好的编码习惯和代码风格,已上市  |  150-500人
安卓工程师,惠州市华阳多媒体电子有限公司,1.3-2.5万,深圳-宝安区,本科,3-4年经验,01-29发布,电子技术/半导体/集成电路,,岗位职责：1、负责Android客户端APP产品研发，参与技术方案设计和改进。2、负责Android客户端技术架构的改进及性能优化。3、解决项目中遇到的各种技术难题和突发问题。4、Android应用领域前沿技术研究与新技术调研。任职要求：1、3年以上Android平台开发经验，熟悉Android相关开发、调试、优化工具、打包流程。2、对AndroidSDK有深入理解，熟练掌握Android平台各类API，能够对移动应用进行性能分析和优化，能独立完成安卓产品开发。3、熟悉android平台UI设计，熟悉android常用布局，熟悉android四大组件。4、扎实的java基础，熟悉常用数据结构，有C++开发经验优先考虑。5、熟悉多线程、Socket网络编程，熟悉TCP、UDP、HTTP等网络协议。6、熟悉Android界面布局及绘制、数据存储、网络通信机制等，理解Android运行原理和体系架构。,已上市  |  1000-5000人
java安卓工程师,重庆舟海智能科技有限公司,6千-1.2万,苏州-吴中区,大专,1年经验,01-29发布,电子技术/半导体/集成电路,,"1、根据公司要求独立完成基于Android系统平台进行应用程序开发设计、调试工作2、独立完成Android移动端、平板端开发和维护；4、依据业务需求进行相应模块和功能开发；5、负责客户端软件及相关产品的适配和升级；6、规范代码的编写；7、按照开发流程编写相应模块的设计文档；8、学习和研究新的移动互联网技术以满足产品的需求并提升产品质量。岗位要求：1、熟练使用AndroidStudio等Android软件开发工具，精通androidUI组件，熟练掌握自定义View，安卓图表绘制;2、熟悉Android应用开发技术，包括UI编程，图形编程，多线程编程，网络编程，多媒体编程等；3、熟悉Android系统结构，常用设计模式、数据结构；4、熟练使用MVC、MVP模式，熟悉TCP/IP、Socket、HTTP等网络通信原理和运用，熟悉Android下串口开发5、精通Json/Xml等网络数据的解析;4、了解Android平台内存管理机制、进程管理机制、任务管理机制；5、对终端产品的UI/UE有独到的见解与认识，追求良好的用户体验；6、熟练掌握java技术，熟悉面向对象编程设计,熟悉设计模式，具备扎实的编程基础；7、熟悉Android框架及各种特性，掌握Android的线程机制，并熟练使用多线程；9、性格稳重，良好的表达、沟通能力；10、较强的团队意识，有较强的独立思考、解决问题的能力、学习能力、逻辑分析能力；11、性格稳重，工作认真负责，吃苦耐劳，执行力强，积极高效。",民营  |  150-500人
高级安卓工程师,武汉飞流智能技术有限公司,1.8-2.5万,深圳-坪山区,本科,3-4年经验,01-29发布,仪器仪表/工业自动化,,1、参与产品需求评审、UE交互评审，以及UI设计和测试用例的评审2、负责Android功能模块的开发、开发概要设计撰写和功能自测3、负责测试bug的修正和验证4、负责Android客户端的性能优化、故障排查5、组织或参与开发概要技术设计评审、代码走查1、本科及以上学历，计算机或相关专业；2、5年以上App相关开发经验，有较强的独立工作和解决问题的能力；3、熟悉Android/iOS系统架构，熟悉Java、Kotlin、Objective-C、Swift；4、有良好的学习能力和强烈的进取心、良好的沟通与表达能力、思路清晰；5、具有较好的团队精神，有强烈的责任感和积极的工作态度；6、较强的动手能力与逻辑分析能力。对用户体验、交互流程及用户需求有所理解者优先；7、有Flutter、ReactNative等跨平台开发经验；8、有独立开发过APP项目、有物联网相关经验，或有应用商店上架产品者优先。,民营  |  少于50人
安卓工程师（Android）-北京市平谷区,北京白象新技术有限公司,8千-1.2万,长沙,大专,5-7年经验,01-29发布,医疗设备/器械,,任职要求：1、大专及以上学历2、5年以上安卓原生开发经验3、熟悉java开发语言，熟悉kotlin等安卓原生常用开发框架和UI框架4、熟悉安卓原生与H5的通讯机制5、熟悉安卓开发的性能调优6、熟悉安卓的组件封装和自定义UI组件的开发，熟悉安卓页面的屏幕适配7、良好的编码习惯和代码风格,民营  |  150-500人
安卓高级系统工程师 (MJ000904),深圳市新国都支付技术有限公司,3-4万,成都-锦江区,大专,3-4年经验,01-29发布,计算机软件,,简介：短期项目，短期项目，短期项目，项目周期4个月！！兼职合同，薪资范围：18k-22k之间早9：00-9:30上班，晚18:00-18:30下班加班根据项目情况，周末加班1:1比例换调休，法定节假日当天加班按照三倍发放1.负责Android、鸿蒙手机与IOT设备之间互联互通的需求开发；2.负责Android、鸿蒙手机与IOT设备之间的基础连接通路的延迟、稳定性、功耗优化；3.负责Android、鸿蒙手机各个版本与型号间互联互通协议的兼容性处理；1.熟悉Java或C/C++语言，有Android平台开发经验，对Androidframework有较为深入的了解；2.有Androidbluedroid协议栈，WiFiDirect（WiFiP2p）协议开发经验优先；3.熟悉app性能调优和内存优化，熟悉组件化、插件化和多线程编程；4.具备良好的编程习惯，理解设计模式，在项目或产品中有很好的设计实践；5.沟通表达能力强，良好的团队合作能力，具备责任心与技术热情；,已上市  |  500-1000人
iOS/安卓开发工程师,青岛方欣儒商信息科技有限公司,6-8千,扬州-邗江区,本科,3-4年经验,01-29发布,计算机软件,,岗位职责：1、根据产品需求完成Android车载中间件的设计与开发；2、分析并解决软件问题，维护并改善程序质量；3、配合Android应用开发、测试人员、MCU人员的工作与问题定位分析；4、建设与维护自动化接口测试工具，提升产品质量；任职要求：1、计算机相关专业本科以上学历；2、有丰富的C/C++开发经验，至少2年framework工作经验；3、熟悉AndroidFramework机制，熟练掌握基于NDK，JNI方式的开发和Debug；4、熟悉UART/SPI通信、AndroidAIDL和HIDL开发；5、良好的英语读写能力，能快速阅读相关英文资料；6、有Android车载IVI开发经验优先；,民营  |  50-150人
